,experiment,read,read_number,row,column,well,rfu_value,standard_substrate,kit,minutes,concentration,concentration_moles
13,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,14,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
14,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,15,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
15,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,16,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
16,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,17,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
17,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,18,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
18,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,19,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
19,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,20,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
20,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,21,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
21,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,22,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
22,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,23,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
23,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,24,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
24,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,25,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
25,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,26,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
26,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,27,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
27,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,28,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
28,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,29,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
29,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,30,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
30,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,31,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
31,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,32,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
32,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,33,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
33,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,34,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
34,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,35,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
35,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,36,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
36,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,37,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
37,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,38,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
38,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,39,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
39,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,40,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
40,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,41,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
41,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,42,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
42,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,43,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
43,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,44,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
44,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,45,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
45,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,46,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
46,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,47,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
47,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,48,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
48,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,49,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
49,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,50,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
50,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,51,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
51,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,52,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
52,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,53,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
53,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,54,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
54,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,55,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
55,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,56,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
56,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,57,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
57,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,58,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
58,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,59,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
59,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,60,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
60,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,61,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
61,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,62,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
62,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,63,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
63,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,64,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
64,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,65,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
65,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,66,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
66,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,67,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
67,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,68,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
68,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,69,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
69,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,70,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
70,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,71,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
71,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,72,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
72,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,73,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
73,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,74,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
74,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,75,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
75,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,76,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
76,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,77,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
77,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,78,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
78,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,79,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
79,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,80,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
80,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,81,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
81,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,82,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
82,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,83,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
83,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,84,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
84,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,85,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
85,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,86,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
86,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,87,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
87,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,88,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
88,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,89,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
89,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,90,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
90,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,91,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
91,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,92,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
92,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,93,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
93,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,94,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
94,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,95,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
95,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,96,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
96,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,97,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
97,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,98,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
98,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,99,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
99,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,100,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
100,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,101,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
101,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,102,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
102,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,103,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
103,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,104,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
104,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,105,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
105,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,106,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
106,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,107,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
107,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,108,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
108,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,109,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
109,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,110,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
110,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,111,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
111,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,112,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
112,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,113,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
113,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,114,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
114,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,115,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
115,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,116,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
116,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,117,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
117,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,118,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
118,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,119,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
119,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,120,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
120,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,121,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
121,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,122,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
122,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,123,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
123,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,124,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
124,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,125,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
125,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,126,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
126,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,127,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
127,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,128,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
128,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,129,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
129,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,130,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
130,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,131,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
131,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,132,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
132,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,133,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
133,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,134,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
134,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,135,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
135,ENLITEN_STDS_kinetic,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,136,A,4,A4,5E+07,ATP,ENLITEN_kinetics,0,10^-11mol/100nM,1E-11
