,time,row_384,column_384,rfu_value,input_conc,input_conc_nM,replicate,reporter
49,00:10:00,B,1,61.09,5uM,5000,b,DNA-FAM
50,00:10:00,C,1,225.278,5uM,5000,a,RNA-FAM
51,00:10:00,D,1,194.364,5uM,5000,b,RNA-FAM
52,00:10:00,A,3,74.667,500nM,500,a,DNA-FAM
53,00:10:00,B,3,82.539,500nM,500,b,DNA-FAM
54,00:10:00,C,3,200.886,500nM,500,a,RNA-FAM
55,00:10:00,D,3,210.862,500nM,500,b,RNA-FAM
56,00:10:00,A,5,117.304,50nM,50,a,DNA-FAM
57,00:10:00,B,5,150.061,50nM,50,b,DNA-FAM
58,00:10:00,C,5,204.192,50nM,50,a,RNA-FAM
59,00:10:00,D,5,207.3,50nM,50,b,RNA-FAM
60,00:10:00,A,7,98.292,5nM,5,a,DNA-FAM
61,00:10:00,B,7,100.73,5nM,5,b,DNA-FAM
62,00:10:00,C,7,197.81,5nM,5,a,RNA-FAM
63,00:10:00,D,7,209.053,5nM,5,b,RNA-FAM
64,00:10:00,A,9,30.549,500pM,0.5,a,DNA-FAM
65,00:10:00,B,9,30.127,500pM,0.5,b,DNA-FAM
66,00:10:00,C,9,203.861,500pM,0.5,a,RNA-FAM
67,00:10:00,D,9,198.922,500pM,0.5,b,RNA-FAM
68,00:10:00,A,11,31.035999999999998,50pM,0.05,a,DNA-FAM
69,00:10:00,B,11,29.845,50pM,0.05,b,DNA-FAM
70,00:10:00,C,11,212.303,50pM,0.05,a,RNA-FAM
71,00:10:00,D,11,212.915,50pM,0.05,b,RNA-FAM
72,00:10:00,A,13,30.491,5pM,0.005,a,DNA-FAM
73,00:10:00,B,13,29.552,5pM,0.005,b,DNA-FAM
74,00:10:00,C,13,212.049,5pM,0.005,a,RNA-FAM
75,00:10:00,D,13,208.168,5pM,0.005,b,RNA-FAM
76,00:10:00,A,15,30.467,500fM,0.0005,a,DNA-FAM
77,00:10:00,B,15,28.458000000000002,500fM,0.0005,b,DNA-FAM
78,00:10:00,C,15,211.255,500fM,0.0005,a,RNA-FAM
79,00:10:00,D,15,209.854,500fM,0.0005,b,RNA-FAM
80,00:10:00,A,17,31.119,50fM,0.00005,a,DNA-FAM
81,00:10:00,B,17,32.315,50fM,0.00005,b,DNA-FAM
82,00:10:00,C,17,201.729,50fM,0.00005,a,RNA-FAM
83,00:10:00,D,17,201.685,50fM,0.00005,b,RNA-FAM
84,00:10:00,A,19,30.978,5fM,0.000005,a,DNA-FAM
85,00:10:00,B,19,28.848000000000003,5fM,0.000005,b,DNA-FAM
86,00:10:00,C,19,213.503,5fM,0.000005,a,RNA-FAM
87,00:10:00,D,19,210.32,5fM,0.000005,b,RNA-FAM
88,00:10:00,A,21,30.4,no_target,0,a,DNA-FAM
89,00:10:00,B,21,32.647,no_target,0,b,DNA-FAM
90,00:10:00,C,21,226.498,no_target,0,a,RNA-FAM
91,00:10:00,D,21,194.995,no_target,0,b,RNA-FAM
92,00:10:00,A,23,30.766,no_cas12a,0,a,DNA-FAM
93,00:10:00,B,23,30.116,no_cas12a,0,b,DNA-FAM
94,00:10:00,C,23,214.933,no_cas12a,0,a,RNA-FAM
95,00:10:00,D,23,220.313,no_cas12a,0,b,RNA-FAM
96,00:20:00,A,1,69.866,5uM,5000,a,DNA-FAM
97,00:20:00,B,1,79.34899999999999,5uM,5000,b,DNA-FAM
98,00:20:00,C,1,216.93,5uM,5000,a,RNA-FAM
99,00:20:00,D,1,192.957,5uM,5000,b,RNA-FAM
100,00:20:00,A,3,101.818,500nM,500,a,DNA-FAM
101,00:20:00,B,3,117.00299999999999,500nM,500,b,DNA-FAM
102,00:20:00,C,3,194.11900000000003,500nM,500,a,RNA-FAM
103,00:20:00,D,3,204.697,500nM,500,b,RNA-FAM
104,00:20:00,A,5,171.91099999999997,50nM,50,a,DNA-FAM
105,00:20:00,B,5,228.69400000000002,50nM,50,b,DNA-FAM
106,00:20:00,C,5,200.797,50nM,50,a,RNA-FAM
107,00:20:00,D,5,202.192,50nM,50,b,RNA-FAM
108,00:20:00,A,7,141.885,5nM,5,a,DNA-FAM
109,00:20:00,B,7,148.211,5nM,5,b,DNA-FAM
110,00:20:00,C,7,193.394,5nM,5,a,RNA-FAM
111,00:20:00,D,7,206.421,5nM,5,b,RNA-FAM
112,00:20:00,A,9,31.199,500pM,0.5,a,DNA-FAM
113,00:20:00,B,9,30.212,500pM,0.5,b,DNA-FAM
114,00:20:00,C,9,197.313,500pM,0.5,a,RNA-FAM
115,00:20:00,D,9,190.08900000000003,500pM,0.5,b,RNA-FAM
116,00:20:00,A,11,30.04,50pM,0.05,a,DNA-FAM
117,00:20:00,B,11,29.545,50pM,0.05,b,DNA-FAM
118,00:20:00,C,11,205.47400000000002,50pM,0.05,a,RNA-FAM
119,00:20:00,D,11,209.847,50pM,0.05,b,RNA-FAM
120,00:20:00,A,13,29.351,5pM,0.005,a,DNA-FAM
121,00:20:00,B,13,28.836,5pM,0.005,b,DNA-FAM
122,00:20:00,C,13,202.703,5pM,0.005,a,RNA-FAM
123,00:20:00,D,13,203.305,5pM,0.005,b,RNA-FAM
124,00:20:00,A,15,28.612,500fM,0.0005,a,DNA-FAM
125,00:20:00,B,15,28.199,500fM,0.0005,b,DNA-FAM
126,00:20:00,C,15,203.92,500fM,0.0005,a,RNA-FAM
127,00:20:00,D,15,203.93200000000002,500fM,0.0005,b,RNA-FAM
128,00:20:00,A,17,31.343000000000004,50fM,0.00005,a,DNA-FAM
129,00:20:00,B,17,31.129,50fM,0.00005,b,DNA-FAM
130,00:20:00,C,17,196.729,50fM,0.00005,a,RNA-FAM
131,00:20:00,D,17,194.655,50fM,0.00005,b,RNA-FAM
132,00:20:00,A,19,30.046999999999997,5fM,0.000005,a,DNA-FAM
133,00:20:00,B,19,27.616,5fM,0.000005,b,DNA-FAM
134,00:20:00,C,19,209.611,5fM,0.000005,a,RNA-FAM
135,00:20:00,D,19,205.231,5fM,0.000005,b,RNA-FAM
136,00:20:00,A,21,29.426,no_target,0,a,DNA-FAM
137,00:20:00,B,21,31.623,no_target,0,b,DNA-FAM
138,00:20:00,C,21,221.28799999999998,no_target,0,a,RNA-FAM
139,00:20:00,D,21,188.72,no_target,0,b,RNA-FAM
140,00:20:00,A,23,29.953000000000003,no_cas12a,0,a,DNA-FAM
141,00:20:00,B,23,29.14,no_cas12a,0,b,DNA-FAM
142,00:20:00,C,23,208.46200000000002,no_cas12a,0,a,RNA-FAM
143,00:20:00,D,23,213.828,no_cas12a,0,b,RNA-FAM
144,00:30:00,A,1,86.257,5uM,5000,a,DNA-FAM
145,00:30:00,B,1,102.44,5uM,5000,b,DNA-FAM
146,00:30:00,C,1,213.82299999999998,5uM,5000,a,RNA-FAM
147,00:30:00,D,1,190.707,5uM,5000,b,RNA-FAM
148,00:30:00,A,3,134.513,500nM,500,a,DNA-FAM
149,00:30:00,B,3,157.6,500nM,500,b,DNA-FAM
150,00:30:00,C,3,193.77900000000002,500nM,500,a,RNA-FAM
151,00:30:00,D,3,204.907,500nM,500,b,RNA-FAM
152,00:30:00,A,5,238.987,50nM,50,a,DNA-FAM
153,00:30:00,B,5,323.372,50nM,50,b,DNA-FAM
154,00:30:00,C,5,202.19799999999998,50nM,50,a,RNA-FAM
155,00:30:00,D,5,203.195,50nM,50,b,RNA-FAM
156,00:30:00,A,7,195.833,5nM,5,a,DNA-FAM
157,00:30:00,B,7,200.78,5nM,5,b,DNA-FAM
158,00:30:00,C,7,191.65599999999998,5nM,5,a,RNA-FAM
159,00:30:00,D,7,205.47400000000002,5nM,5,b,RNA-FAM
160,00:30:00,A,9,30.927,500pM,0.5,a,DNA-FAM
161,00:30:00,B,9,29.986,500pM,0.5,b,DNA-FAM
162,00:30:00,C,9,195.87,500pM,0.5,a,RNA-FAM
163,00:30:00,D,9,186.433,500pM,0.5,b,RNA-FAM
164,00:30:00,A,11,29.846,50pM,0.05,a,DNA-FAM
165,00:30:00,B,11,29.379,50pM,0.05,b,DNA-FAM
166,00:30:00,C,11,201.783,50pM,0.05,a,RNA-FAM
167,00:30:00,D,11,206.511,50pM,0.05,b,RNA-FAM
168,00:30:00,A,13,28.809,5pM,0.005,a,DNA-FAM
169,00:30:00,B,13,27.807,5pM,0.005,b,DNA-FAM
170,00:30:00,C,13,199.868,5pM,0.005,a,RNA-FAM
171,00:30:00,D,13,199.41299999999998,5pM,0.005,b,RNA-FAM
172,00:30:00,A,15,28.651999999999997,500fM,0.0005,a,DNA-FAM
173,00:30:00,B,15,27.133000000000003,500fM,0.0005,b,DNA-FAM
174,00:30:00,C,15,202.85,500fM,0.0005,a,RNA-FAM
175,00:30:00,D,15,202.324,500fM,0.0005,b,RNA-FAM
176,00:30:00,A,17,29.219,50fM,0.00005,a,DNA-FAM
177,00:30:00,B,17,31.129,50fM,0.00005,b,DNA-FAM
178,00:30:00,C,17,193.87,50fM,0.00005,a,RNA-FAM
179,00:30:00,D,17,192.93599999999998,50fM,0.00005,b,RNA-FAM
180,00:30:00,A,19,29.854,5fM,0.000005,a,DNA-FAM
181,00:30:00,B,19,27.846999999999998,5fM,0.000005,b,DNA-FAM
182,00:30:00,C,19,208.248,5fM,0.000005,a,RNA-FAM
183,00:30:00,D,19,201.207,5fM,0.000005,b,RNA-FAM
184,00:30:00,A,21,29.998,no_target,0,a,DNA-FAM
185,00:30:00,B,21,31.07,no_target,0,b,DNA-FAM
186,00:30:00,C,21,217.489,no_target,0,a,RNA-FAM
187,00:30:00,D,21,187.123,no_target,0,b,RNA-FAM
188,00:30:00,A,23,29.509,no_cas12a,0,a,DNA-FAM
189,00:30:00,B,23,28.168000000000003,no_cas12a,0,b,DNA-FAM
190,00:30:00,C,23,206.171,no_cas12a,0,a,RNA-FAM
191,00:30:00,D,23,209.46900000000002,no_cas12a,0,b,RNA-FAM
192,00:40:00,A,1,107.677,5uM,5000,a,DNA-FAM
193,00:40:00,B,1,130.811,5uM,5000,b,DNA-FAM
194,00:40:00,C,1,217.827,5uM,5000,a,RNA-FAM
195,00:40:00,D,1,191.226,5uM,5000,b,RNA-FAM
196,00:40:00,A,3,172.423,500nM,500,a,DNA-FAM
197,00:40:00,B,3,204.97799999999998,500nM,500,b,DNA-FAM
198,00:40:00,C,3,198.16,500nM,500,a,RNA-FAM
199,00:40:00,D,3,207.65599999999998,500nM,500,b,RNA-FAM
200,00:40:00,A,5,313.876,50nM,50,a,DNA-FAM
201,00:40:00,B,5,425.17699999999996,50nM,50,b,DNA-FAM
202,00:40:00,C,5,208.055,50nM,50,a,RNA-FAM
203,00:40:00,D,5,206.792,50nM,50,b,RNA-FAM
204,00:40:00,A,7,254.738,5nM,5,a,DNA-FAM
205,00:40:00,B,7,261.77299999999997,5nM,5,b,DNA-FAM
206,00:40:00,C,7,200.27200000000002,5nM,5,a,RNA-FAM
207,00:40:00,D,7,209.329,5nM,5,b,RNA-FAM
208,00:40:00,A,9,31.938000000000002,500pM,0.5,a,DNA-FAM
209,00:40:00,B,9,31.178,500pM,0.5,b,DNA-FAM
210,00:40:00,C,9,195.023,500pM,0.5,a,RNA-FAM
211,00:40:00,D,9,189.097,500pM,0.5,b,RNA-FAM
212,00:40:00,A,11,29.391,50pM,0.05,a,DNA-FAM
213,00:40:00,B,11,28.754,50pM,0.05,b,DNA-FAM
214,00:40:00,C,11,201.997,50pM,0.05,a,RNA-FAM
215,00:40:00,D,11,204.924,50pM,0.05,b,RNA-FAM
216,00:40:00,A,13,29.114,5pM,0.005,a,DNA-FAM
217,00:40:00,B,13,27.756,5pM,0.005,b,DNA-FAM
218,00:40:00,C,13,202.28,5pM,0.005,a,RNA-FAM
219,00:40:00,D,13,200.65099999999998,5pM,0.005,b,RNA-FAM
220,00:40:00,A,15,28.444000000000003,500fM,0.0005,a,DNA-FAM
221,00:40:00,B,15,27.171999999999997,500fM,0.0005,b,DNA-FAM
222,00:40:00,C,15,204.22,500fM,0.0005,a,RNA-FAM
223,00:40:00,D,15,204.90599999999998,500fM,0.0005,b,RNA-FAM
224,00:40:00,A,17,30.173000000000002,50fM,0.00005,a,DNA-FAM
225,00:40:00,B,17,30.211,50fM,0.00005,b,DNA-FAM
226,00:40:00,C,17,196.541,50fM,0.00005,a,RNA-FAM
227,00:40:00,D,17,192.967,50fM,0.00005,b,RNA-FAM
228,00:40:00,A,19,28.909000000000002,5fM,0.000005,a,DNA-FAM
229,00:40:00,B,19,26.761999999999997,5fM,0.000005,b,DNA-FAM
230,00:40:00,C,19,207.077,5fM,0.000005,a,RNA-FAM
231,00:40:00,D,19,202.067,5fM,0.000005,b,RNA-FAM
232,00:40:00,A,21,29.5,no_target,0,a,DNA-FAM
233,00:40:00,B,21,31.302,no_target,0,b,DNA-FAM
234,00:40:00,C,21,218.87400000000002,no_target,0,a,RNA-FAM
235,00:40:00,D,21,188.197,no_target,0,b,RNA-FAM
236,00:40:00,A,23,29.022,no_cas12a,0,a,DNA-FAM
237,00:40:00,B,23,27.99,no_cas12a,0,b,DNA-FAM
238,00:40:00,C,23,207.47099999999998,no_cas12a,0,a,RNA-FAM
239,00:40:00,D,23,212.69799999999998,no_cas12a,0,b,RNA-FAM
240,00:50:00,A,1,130.561,5uM,5000,a,DNA-FAM
241,00:50:00,B,1,160.089,5uM,5000,b,DNA-FAM
242,00:50:00,C,1,218.71200000000002,5uM,5000,a,RNA-FAM
243,00:50:00,D,1,192.313,5uM,5000,b,RNA-FAM
244,00:50:00,A,3,215.465,500nM,500,a,DNA-FAM
245,00:50:00,B,3,256.851,500nM,500,b,DNA-FAM
246,00:50:00,C,3,201.127,500nM,500,a,RNA-FAM
247,00:50:00,D,3,210.32299999999998,500nM,500,b,RNA-FAM
248,00:50:00,A,5,393.25699999999995,50nM,50,a,DNA-FAM
249,00:50:00,B,5,536.719,50nM,50,b,DNA-FAM
250,00:50:00,C,5,213.799,50nM,50,a,RNA-FAM
251,00:50:00,D,5,210.96400000000003,50nM,50,b,RNA-FAM
252,00:50:00,A,7,316.962,5nM,5,a,DNA-FAM
253,00:50:00,B,7,322.819,5nM,5,b,DNA-FAM
254,00:50:00,C,7,202.025,5nM,5,a,RNA-FAM
255,00:50:00,D,7,211.96900000000002,5nM,5,b,RNA-FAM
256,00:50:00,A,9,32.187,500pM,0.5,a,DNA-FAM
257,00:50:00,B,9,30.659000000000002,500pM,0.5,b,DNA-FAM
258,00:50:00,C,9,197.808,500pM,0.5,a,RNA-FAM
259,00:50:00,D,9,189.896,500pM,0.5,b,RNA-FAM
260,00:50:00,A,11,30.230999999999998,50pM,0.05,a,DNA-FAM
261,00:50:00,B,11,29.138,50pM,0.05,b,DNA-FAM
262,00:50:00,C,11,203.988,50pM,0.05,a,RNA-FAM
263,00:50:00,D,11,208.705,50pM,0.05,b,RNA-FAM
264,00:50:00,A,13,28.706999999999997,5pM,0.005,a,DNA-FAM
265,00:50:00,B,13,28.066999999999997,5pM,0.005,b,DNA-FAM
266,00:50:00,C,13,204.16299999999998,5pM,0.005,a,RNA-FAM
267,00:50:00,D,13,202.023,5pM,0.005,b,RNA-FAM
268,00:50:00,A,15,27.589000000000002,500fM,0.0005,a,DNA-FAM
269,00:50:00,B,15,26.878,500fM,0.0005,b,DNA-FAM
270,00:50:00,C,15,205.53900000000002,500fM,0.0005,a,RNA-FAM
271,00:50:00,D,15,205.58900000000003,500fM,0.0005,b,RNA-FAM
272,00:50:00,A,17,29.644000000000002,50fM,0.00005,a,DNA-FAM
273,00:50:00,B,17,30.886,50fM,0.00005,b,DNA-FAM
274,00:50:00,C,17,195.865,50fM,0.00005,a,RNA-FAM
275,00:50:00,D,17,196.467,50fM,0.00005,b,RNA-FAM
276,00:50:00,A,19,29.13,5fM,0.000005,a,DNA-FAM
277,00:50:00,B,19,27.149,5fM,0.000005,b,DNA-FAM
278,00:50:00,C,19,208.726,5fM,0.000005,a,RNA-FAM
279,00:50:00,D,19,203.65400000000002,5fM,0.000005,b,RNA-FAM
280,00:50:00,A,21,28.673000000000002,no_target,0,a,DNA-FAM
281,00:50:00,B,21,30.959,no_target,0,b,DNA-FAM
282,00:50:00,C,21,219.71200000000002,no_target,0,a,RNA-FAM
283,00:50:00,D,21,187.293,no_target,0,b,RNA-FAM
284,00:50:00,A,23,29.055999999999997,no_cas12a,0,a,DNA-FAM
285,00:50:00,B,23,28.142,no_cas12a,0,b,DNA-FAM
286,00:50:00,C,23,205.72299999999998,no_cas12a,0,a,RNA-FAM
287,00:50:00,D,23,211.24400000000003,no_cas12a,0,b,RNA-FAM
288,01:00:00,A,1,155.19,5uM,5000,a,DNA-FAM
289,01:00:00,B,1,192.31099999999998,5uM,5000,b,DNA-FAM
290,01:00:00,C,1,220.66400000000002,5uM,5000,a,RNA-FAM
291,01:00:00,D,1,195.30700000000002,5uM,5000,b,RNA-FAM
292,01:00:00,A,3,257.069,500nM,500,a,DNA-FAM
293,01:00:00,B,3,310.60900000000004,500nM,500,b,DNA-FAM
294,01:00:00,C,3,204.893,500nM,500,a,RNA-FAM
295,01:00:00,D,3,213.02599999999998,500nM,500,b,RNA-FAM
296,01:00:00,A,5,476.881,50nM,50,a,DNA-FAM
297,01:00:00,B,5,645.672,50nM,50,b,DNA-FAM
298,01:00:00,C,5,216.142,50nM,50,a,RNA-FAM
299,01:00:00,D,5,216.422,50nM,50,b,RNA-FAM
300,01:00:00,A,7,381.32099999999997,5nM,5,a,DNA-FAM
301,01:00:00,B,7,384.085,5nM,5,b,DNA-FAM
302,01:00:00,C,7,208.09799999999998,5nM,5,a,RNA-FAM
303,01:00:00,D,7,214.75099999999998,5nM,5,b,RNA-FAM
304,01:00:00,A,9,32.247,500pM,0.5,a,DNA-FAM
305,01:00:00,B,9,30.725,500pM,0.5,b,DNA-FAM
306,01:00:00,C,9,195.77700000000002,500pM,0.5,a,RNA-FAM
307,01:00:00,D,9,187.917,500pM,0.5,b,RNA-FAM
308,01:00:00,A,11,29.658,50pM,0.05,a,DNA-FAM
309,01:00:00,B,11,28.544,50pM,0.05,b,DNA-FAM
310,01:00:00,C,11,204.1,50pM,0.05,a,RNA-FAM
311,01:00:00,D,11,206.516,50pM,0.05,b,RNA-FAM
312,01:00:00,A,13,28.211,5pM,0.005,a,DNA-FAM
313,01:00:00,B,13,27.614,5pM,0.005,b,DNA-FAM
314,01:00:00,C,13,206.486,5pM,0.005,a,RNA-FAM
315,01:00:00,D,13,203.02900000000002,5pM,0.005,b,RNA-FAM
316,01:00:00,A,15,27.479,500fM,0.0005,a,DNA-FAM
317,01:00:00,B,15,26.255,500fM,0.0005,b,DNA-FAM
318,01:00:00,C,15,205.398,500fM,0.0005,a,RNA-FAM
319,01:00:00,D,15,206.032,500fM,0.0005,b,RNA-FAM
320,01:00:00,A,17,29.186,50fM,0.00005,a,DNA-FAM
321,01:00:00,B,17,30.005,50fM,0.00005,b,DNA-FAM
322,01:00:00,C,17,197.544,50fM,0.00005,a,RNA-FAM
323,01:00:00,D,17,194.61599999999999,50fM,0.00005,b,RNA-FAM
324,01:00:00,A,19,28.982,5fM,0.000005,a,DNA-FAM
325,01:00:00,B,19,26.605,5fM,0.000005,b,DNA-FAM
326,01:00:00,C,19,212.398,5fM,0.000005,a,RNA-FAM
327,01:00:00,D,19,202.888,5fM,0.000005,b,RNA-FAM
328,01:00:00,A,21,28.508000000000003,no_target,0,a,DNA-FAM
329,01:00:00,B,21,30.662,no_target,0,b,DNA-FAM
330,01:00:00,C,21,219.94,no_target,0,a,RNA-FAM
331,01:00:00,D,21,187.93599999999998,no_target,0,b,RNA-FAM
332,01:00:00,A,23,27.763,no_cas12a,0,a,DNA-FAM
333,01:00:00,B,23,27.555999999999997,no_cas12a,0,b,DNA-FAM
334,01:00:00,C,23,208.635,no_cas12a,0,a,RNA-FAM
335,01:00:00,D,23,212.575,no_cas12a,0,b,RNA-FAM
336,01:10:00,A,1,183.53900000000002,5uM,5000,a,DNA-FAM
337,01:10:00,B,1,230.08700000000002,5uM,5000,b,DNA-FAM
338,01:10:00,C,1,225.817,5uM,5000,a,RNA-FAM
339,01:10:00,D,1,198.283,5uM,5000,b,RNA-FAM
340,01:10:00,A,3,304.172,500nM,500,a,DNA-FAM
341,01:10:00,B,3,369.106,500nM,500,b,DNA-FAM
342,01:10:00,C,3,208.935,500nM,500,a,RNA-FAM
343,01:10:00,D,3,217.612,500nM,500,b,RNA-FAM
344,01:10:00,A,5,559.8580000000001,50nM,50,a,DNA-FAM
345,01:10:00,B,5,768.073,50nM,50,b,DNA-FAM
346,01:10:00,C,5,220.52700000000002,50nM,50,a,RNA-FAM
347,01:10:00,D,5,222.032,50nM,50,b,RNA-FAM
348,01:10:00,A,7,446.07300000000004,5nM,5,a,DNA-FAM
349,01:10:00,B,7,452.597,5nM,5,b,DNA-FAM
350,01:10:00,C,7,213.308,5nM,5,a,RNA-FAM
351,01:10:00,D,7,221.418,5nM,5,b,RNA-FAM
352,01:10:00,A,9,32.8,500pM,0.5,a,DNA-FAM
353,01:10:00,B,9,31.708000000000002,500pM,0.5,b,DNA-FAM
354,01:10:00,C,9,196.957,500pM,0.5,a,RNA-FAM
355,01:10:00,D,9,188.213,500pM,0.5,b,RNA-FAM
356,01:10:00,A,11,28.93,50pM,0.05,a,DNA-FAM
357,01:10:00,B,11,27.859,50pM,0.05,b,DNA-FAM
358,01:10:00,C,11,205.125,50pM,0.05,a,RNA-FAM
359,01:10:00,D,11,208.24599999999998,50pM,0.05,b,RNA-FAM
360,01:10:00,A,13,27.663,5pM,0.005,a,DNA-FAM
361,01:10:00,B,13,27.049,5pM,0.005,b,DNA-FAM
362,01:10:00,C,13,205.668,5pM,0.005,a,RNA-FAM
363,01:10:00,D,13,202.361,5pM,0.005,b,RNA-FAM
364,01:10:00,A,15,27.223000000000003,500fM,0.0005,a,DNA-FAM
365,01:10:00,B,15,26.38,500fM,0.0005,b,DNA-FAM
366,01:10:00,C,15,205.797,500fM,0.0005,a,RNA-FAM
367,01:10:00,D,15,208.727,500fM,0.0005,b,RNA-FAM
368,01:10:00,A,17,29.633000000000003,50fM,0.00005,a,DNA-FAM
369,01:10:00,B,17,29.926,50fM,0.00005,b,DNA-FAM
370,01:10:00,C,17,199.42700000000002,50fM,0.00005,a,RNA-FAM
371,01:10:00,D,17,197.713,50fM,0.00005,b,RNA-FAM
372,01:10:00,A,19,28.954,5fM,0.000005,a,DNA-FAM
373,01:10:00,B,19,26.835,5fM,0.000005,b,DNA-FAM
374,01:10:00,C,19,216.93,5fM,0.000005,a,RNA-FAM
375,01:10:00,D,19,205.072,5fM,0.000005,b,RNA-FAM
376,01:10:00,A,21,29.131999999999998,no_target,0,a,DNA-FAM
377,01:10:00,B,21,30.568,no_target,0,b,DNA-FAM
378,01:10:00,C,21,223.08700000000002,no_target,0,a,RNA-FAM
379,01:10:00,D,21,187.672,no_target,0,b,RNA-FAM
380,01:10:00,A,23,28.738000000000003,no_cas12a,0,a,DNA-FAM
381,01:10:00,B,23,28.131999999999998,no_cas12a,0,b,DNA-FAM
382,01:10:00,C,23,208.21599999999998,no_cas12a,0,a,RNA-FAM
383,01:10:00,D,23,210.475,no_cas12a,0,b,RNA-FAM
384,01:20:00,A,1,213.14700000000002,5uM,5000,a,DNA-FAM
385,01:20:00,B,1,269.043,5uM,5000,b,DNA-FAM
386,01:20:00,C,1,226.78400000000002,5uM,5000,a,RNA-FAM
387,01:20:00,D,1,199.38299999999998,5uM,5000,b,RNA-FAM
388,01:20:00,A,3,350.81300000000005,500nM,500,a,DNA-FAM
389,01:20:00,B,3,427.759,500nM,500,b,DNA-FAM
390,01:20:00,C,3,212.21900000000002,500nM,500,a,RNA-FAM
391,01:20:00,D,3,219.486,500nM,500,b,RNA-FAM
392,01:20:00,A,5,647.918,50nM,50,a,DNA-FAM
393,01:20:00,B,5,880.9680000000001,50nM,50,b,DNA-FAM
394,01:20:00,C,5,226.81099999999998,50nM,50,a,RNA-FAM
395,01:20:00,D,5,224.135,50nM,50,b,RNA-FAM
396,01:20:00,A,7,511.401,5nM,5,a,DNA-FAM
397,01:20:00,B,7,518.51,5nM,5,b,DNA-FAM
398,01:20:00,C,7,214.92,5nM,5,a,RNA-FAM
399,01:20:00,D,7,222.321,5nM,5,b,RNA-FAM
400,01:20:00,A,9,32.846,500pM,0.5,a,DNA-FAM
